incident_number,arrest_date,gender,race,age,charge,most_serious,arrest
14BU003734,4/19/2014 11:45,NA,NA,NA,Possessing/Making Burglar'S Tools,1,TRUE
14BU003734,4/19/2014 11:45,NA,NA,NA,Petit Larceny From A Building/Residence/Structure,0,TRUE
14BU003748,2/11/2014 12:50,NA,NA,NA,Burglary,1,TRUE
14BU003748,2/11/2014 12:50,NA,NA,NA,Possessing/Making Burglar'S Tools,0,TRUE
14BU003749,2/11/2014 13:46,Male,White,20,Domestic Assault,1,TRUE
14BU003763,2/11/2014 18:10,Male,White,17,Unlawful Trespass (Misdemeanor),1,TRUE
14BU003772,2/11/2014 19:03,NA,NA,NA,Domestic Assault,1,TRUE
14BU003780,2/11/2014 20:08,Male,White,25,Disorderly Conduct - All Other,1,TRUE
14BU003780,2/11/2014 20:08,Male,White,50,Simple Assault,1,TRUE
14BU003780,2/11/2014 23:48,Male,White,25,NA,1,TRUE
14BU003789,2/25/2014 14:00,Female,White,17,Unlawful Mischief (Misdemeanor),1,TRUE
14BU003801,2/12/2014 2:36,Female,White,29,Driving With A Criminally Suspended License,0,TRUE
14BU003801,2/12/2014 2:36,Female,White,29,Violation Of Conditions Of Release (Other),1,TRUE
14BU003840,2/12/2014 19:50,Male,White,17,Unlawful Trespass (Felony),1,TRUE
14BU003845,2/13/2014 19:49,Female,White,38,Retail Theft (Misdemeanor),0,TRUE
14BU003845,2/13/2014 19:49,Female,White,38,False Information To A Police Officer,1,TRUE
14BU003852,4/8/2014 21:11,Male,Black,15,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
14BU003877,2/13/2014 3:59,Male,White,29,Driving Under The Influence - First Offense,1,TRUE
14BU003884,2/21/2014 16:58,Male,White,41,Home Improvement Fraud,1,TRUE
14BU003896,2/13/2014 12:36,NA,NA,NA,Retail Theft (Misdemeanor),1,TRUE
14BU003902,4/10/2014 15:00,Male,Black,59,NA,1,TRUE
14BU003916,2/13/2014 16:26,Female,White,19,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying",1,TRUE
14BU003916,2/13/2014 16:26,Female,White,19,Violation Of Conditions Of Release (Other),0,TRUE
14BU003916,2/13/2014 16:26,NA,NA,NA,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying",1,TRUE
14BU003916,2/13/2014 16:26,NA,NA,NA,NA,0,TRUE
14BU003961,2/14/2014 2:24,Female,White,28,Driving Under The Influence - First Offense,1,TRUE
14BU003966,2/14/2014 2:49,Male,White,27,Unlawful Trespass (Felony),1,TRUE
14BU003966,2/14/2014 2:49,Male,White,27,Driving Under The Influence - First Offense,0,TRUE
14BU003977,2/14/2014 11:36,Male,White,32,Disorderly Conduct - All Other,1,TRUE
14BU003983,2/14/2014 12:33,Male,White,49,Unlawful Trespass (Misdemeanor),1,TRUE
14BU004002,2/14/2014 18:59,Male,White,32,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
14BU004002,2/14/2014 18:59,Male,White,32,Violation Of Conditions Of Release (Other),0,TRUE
14BU004040,2/15/2014 3:49,Female,White,24,Driving Under The Influence - First Offense,1,TRUE
14BU004062,2/15/2014 10:43,Male,White,24,Stolen Property Receiving (Possession Of) Stolen Property (Felony),1,TRUE
14BU004095,2/15/2014 16:55,Male,White,25,Unlawful Trespass (Misdemeanor),1,TRUE
14BU004095,2/15/2014 16:55,Male,White,25,Retail Theft (Misdemeanor),0,TRUE
14BU004122,2/16/2014 0:32,Male,White,38,Driving Under The Influence - Second And Subsequent Offense,1,TRUE
14BU004149,2/16/2014 12:46,NA,NA,NA,Disorderly Conduct - All Other,1,TRUE
14BU004158,2/16/2014 17:03,Male,White,51,Simple Assault,1,TRUE
14BU004158,2/16/2014 17:03,Male,White,51,Retail Theft (Misdemeanor),0,TRUE
14BU004171,2/19/2014 14:00,Male,White,22,Assault And Robbery,1,TRUE
14BU004171,2/19/2014 14:00,Male,White,22,Burglary,0,TRUE
14BU004171,2/19/2014 14:00,Male,White,22,Unlawful Mischief (Misdemeanor),0,TRUE
14BU004171,2/26/2014 14:00,Male,White,30,Assault And Robbery,1,TRUE
14BU004171,2/26/2014 14:00,Male,White,30,Burglary,0,TRUE
14BU004171,2/26/2014 14:00,Male,White,30,Unlawful Mischief (Misdemeanor),0,TRUE
14BU004171,2/26/2014 18:00,Male,Black,22,Assault And Robbery,1,TRUE
14BU004171,2/26/2014 18:00,Male,Black,22,Burglary,0,TRUE
14BU004171,2/26/2014 18:00,Male,Black,22,Unlawful Mischief (Misdemeanor),0,TRUE
14BU004171,2/28/2014 0:50,Male,Black,25,Assault And Robbery,1,TRUE
14BU004171,2/28/2014 0:50,Male,Black,25,Burglary,0,TRUE
14BU004171,2/28/2014 0:50,Male,Black,25,Unlawful Mischief (Misdemeanor),0,TRUE
14BU004176,2/16/2014 20:23,Male,White,51,Aggravated Assault,1,TRUE
14BU004182,2/17/2014 0:35,Male,White,45,Disorderly Conduct - All Other,1,TRUE
14BU004186,2/17/2014 0:48,Male,White,45,Unlawful Trespass (Misdemeanor),1,TRUE
14BU004201,2/17/2014 10:24,Female,White,26,NA,1,TRUE
14BU004207,2/17/2014 15:26,Male,White,29,Petit Larceny From A Motor Vehicle,1,TRUE
14BU004207,2/17/2014 15:26,Male,White,31,"Drugs - Heroin, Possession 200+ Milligrams",1,TRUE
14BU004207,2/17/2014 15:26,Male,White,31,Resisting Arrest,0,TRUE
14BU004207,2/17/2014 15:26,Male,White,31,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor),0,TRUE
14BU004217,2/17/2014 13:49,Male,White,21,NA,1,TRUE
14BU004235,2/17/2014 17:07,Male,White,20,Retail Theft (Misdemeanor),1,TRUE
14BU004248,2/17/2014 20:30,Female,White,28,Domestic Assault,1,TRUE
14BU004270,2/18/2014 11:19,NA,NA,NA,Resisting Arrest,1,TRUE
14BU004270,2/18/2014 11:19,NA,NA,NA,Disorderly Conduct - All Other,0,TRUE
14BU004270,2/18/2014 11:19,NA,NA,NA,Unlawful Trespass (Misdemeanor),0,TRUE
14BU004279,2/18/2014 13:52,NA,NA,NA,Disorderly Conduct By Phone Or Electronic Communication,1,TRUE
14BU004290,2/18/2014 13:35,Male,White,49,Retail Theft (Misdemeanor),1,TRUE
14BU004296,2/18/2014 16:15,Male,White,32,Driving With A Criminally Suspended License,1,TRUE
14BU004299,2/19/2014 23:10,Female,White,21,Leaving Scene Of An Accident,1,TRUE
14BU004306,2/18/2014 19:34,Male,Black,27,Driving Under The Influence - First Offense,1,TRUE
14BU004306,2/18/2014 19:34,Male,Black,27,Resisting Arrest,0,TRUE
14BU004322,2/19/2014 2:51,Male,White,26,"Drugs - Heroin, Possession 1+ Grams",1,TRUE
14BU004352,2/19/2014 3:50,Male,White,35,Driving With A Criminally Suspended License,1,TRUE
14BU004362,2/19/2014 9:11,Male,White,25,Driving With A Criminally Suspended License,1,TRUE
14BU004371,3/23/2014 11:13,Female,White,20,Petit Larceny From A Motor Vehicle,1,TRUE
14BU004380,2/19/2014 13:14,Male,Black,56,Petit Larceny From A Motor Vehicle,1,TRUE
14BU004410,3/14/2014 18:32,Female,White,15,Simple Assault,1,TRUE
14BU004413,2/19/2014 18:37,Female,White,45,Driving With A Criminally Suspended License,1,TRUE
14BU004418,4/10/2014 1:24,Male,White,32,Unlawful Trespass (Felony),1,TRUE
14BU004442,2/20/2014 0:10,Female,White,42,Driving With A Criminally Suspended License,1,TRUE
14BU004474,2/26/2014 11:30,NA,NA,NA,Disorderly Conduct By Phone Or Electronic Communication,1,TRUE
14BU004514,2/20/2014 18:15,Male,White,49,Fugitive From Justice (Arrest Prior To Requisition),1,TRUE
14BU004538,2/20/2014 21:34,Female,White,30,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
14BU004555,2/21/2014 2:33,Female,Black,26,Driving Under The Influence - First Offense,1,TRUE
14BU004556,2/21/2014 2:59,NA,NA,NA,Disorderly Conduct - All Other,0,TRUE
14BU004556,2/21/2014 2:59,NA,NA,NA,Simple Assault,1,TRUE
14BU004612,2/21/2014 18:30,Male,White,35,Conspiracy,1,TRUE
14BU004612,2/21/2014 18:30,Male,White,35,Driving Under The Influence - Second And Subsequent Offense,0,TRUE
14BU004612,2/21/2014 18:30,Male,White,35,Driving With A Criminally Suspended License,0,TRUE
14BU004645,2/22/2014 1:24,NA,NA,NA,Aggravated Assault,1,TRUE
14BU004687,3/4/2014 14:30,Female,White,52,Retail Theft (Misdemeanor),1,TRUE
14BU004691,2/22/2014 17:27,Female,White,18,Retail Theft (Misdemeanor),1,TRUE
14BU004696,2/22/2014 20:46,NA,NA,NA,Disorderly Conduct - All Other,1,TRUE
14BU004737,2/23/2014 4:16,Male,Black,24,NA,1,TRUE
14BU004748,2/23/2014 11:29,Male,White,33,Simple Assault,1,TRUE
14BU004763,2/23/2014 16:39,Female,Black,20,Domestic Assault - 1st Degree Aggravated,1,TRUE
14BU004764,2/23/2014 17:58,Male,Black,25,Simple Assault,1,TRUE
14BU004764,2/23/2014 17:58,Male,Black,25,Violation Of Conditions Of Release (Other),0,TRUE
14BU004779,2/23/2014 22:39,Male,Asian - A,41,Driving With A Criminally Suspended License,1,TRUE
14BU004779,2/23/2014 22:39,Male,Asian - A,41,"Drugs - Depressant, Stimulant, And Narcotic Possessing >1,000x Dose",0,TRUE
14BU004780,2/24/2014 2:49,NA,NA,NA,Driving With A Criminally Suspended License,1,TRUE
14BU004828,2/24/2014 15:37,Female,White,28,Retail Theft (Misdemeanor),1,TRUE
14BU004840,2/24/2014 17:17,Female,White,46,Disorderly Conduct - All Other,1,TRUE
14BU004840,2/24/2014 17:17,Female,White,46,Simple Assault,NA,TRUE
14BU004841,2/24/2014 18:22,Male,White,32,Unlawful Trespass (Misdemeanor),1,TRUE
14BU004856,2/24/2014 21:55,Male,Black,54,Domestic Assault,1,TRUE
14BU004861,2/25/2014 2:01,Male,White,41,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
14BU004861,2/25/2014 2:01,Female,White,34,Assault With Bodily Fluids (Misdemeanor),1,TRUE
14BU004902,2/26/2014 15:28,Male,White,39,Simple Assault,1,TRUE
14BU004942,2/26/2014 22:42,Male,Asian - A,40,Driving Under The Influence - First Offense,1,TRUE
14BU004942,2/26/2014 22:42,Male,Asian - A,40,Violation Of Conditions Of Release (Other),0,TRUE
14BU004952,2/26/2014 0:42,Female,White,25,Driving With A Criminally Suspended License,1,TRUE
14BU004959,2/26/2014 1:15,Male,White,21,Domestic Assault - 1st Degree Aggravated,1,TRUE
14BU004959,2/26/2014 1:18,Female,White,22,Domestic Assault,1,TRUE
14BU004964,2/26/2014 2:22,Female,White,27,Driving Under The Influence - Criminal Refusal,1,TRUE
14BU004972,2/26/2014 13:15,NA,NA,NA,Violation Of An Abuse Prevention Order,1,TRUE
14BU004998,2/26/2014 17:20,Male,Black,22,Escape,1,TRUE
14BU005003,2/26/2014 19:06,Male,White,32,Resisting Arrest,1,TRUE
14BU005003,2/26/2014 19:06,Male,White,32,Disorderly Conduct - All Other,0,TRUE
14BU005051,2/27/2014 2:15,NA,NA,NA,Driving Under The Influence - First Offense,1,TRUE
14BU005062,2/27/2014 12:29,Male,White,32,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
14BU005131,3/10/2014 12:00,NA,NA,NA,Domestic Assault,1,TRUE
14BU005148,2/28/2014 16:31,Male,White,32,Violation Of Conditions Of Release (Other),1,TRUE
14BU005148,2/28/2014 16:31,Male,White,32,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",NA,TRUE
14BU005165,2/28/2014 18:52,Male,White,19,Unlawful Trespass (Misdemeanor),1,TRUE
14BU005180,2/28/2014 22:50,Male,White,30,Disorderly Conduct - All Other,1,TRUE
14BU005180,2/28/2014 22:50,Male,White,30,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor),0,TRUE
14BU005180,3/1/2014 22:44,NA,NA,NA,"Drugs - Cocaine, Possession  Misdemeanor",1,TRUE
14BU005180,3/1/2014 22:44,NA,NA,NA,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor),0,TRUE
14BU005198,3/1/2014 3:11,Male,White,24,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor),1,TRUE
14BU005198,3/1/2014 3:11,Male,White,24,Disorderly Conduct - All Other,0,TRUE
14BU005237,3/1/2014 18:48,Male,White,36,Unlawful Mischief (Misdemeanor),1,TRUE
14BU005237,3/1/2014 18:48,Male,White,36,Petit Larceny From A Motor Vehicle,0,TRUE
14BU005253,3/1/2014 22:00,Male,White,27,Simple Assault,1,TRUE
14BU005256,3/2/2014 0:23,Male,White,20,Driving Under The Influence - First Offense,1,TRUE
14BU005260,3/2/2014 0:52,Female,White,35,Petit Larceny From Other Location,1,TRUE
14BU005265,3/1/2014 23:20,Male,White,19,Violation Of An Abuse Prevention Order,1,TRUE
14BU005265,3/1/2014 23:20,Male,White,19,Disorderly Conduct - All Other,0,TRUE
14BU005265,3/1/2014 23:20,Male,White,19,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",0,TRUE
14BU005275,3/2/2014 0:29,Male,White,33,Disorderly Conduct - All Other,1,TRUE
14BU005288,3/2/2014 2:33,NA,NA,NA,Simple Assault,1,TRUE
14BU005348,3/3/2014 0:27,Male,White,25,Violation Of Conditions Of Release (Other),1,TRUE
14BU005348,3/3/2014 0:27,Male,White,25,Driving With A Criminally Suspended License,0,TRUE
14BU005364,3/3/2014 9:45,Male,Black,52,Domestic Assault - 1st Degree Aggravated,1,TRUE
14BU005394,3/3/2014 15:11,Male,White,61,Disorderly Conduct - All Other,0,TRUE
14BU005394,3/3/2014 15:11,Male,White,61,Unlawful Trespass (Misdemeanor),1,TRUE
14BU005398,5/6/2014 8:30,Male,White,24,Embezzlement,1,TRUE
14BU005398,5/18/2014 14:25,Male,White,18,Embezzlement,1,TRUE
14BU005452,3/4/2014 0:46,Male,White,24,Driving Under The Influence - First Offense,1,TRUE
14BU005479,3/4/2014 20:30,Male,White,33,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying",1,TRUE
14BU005505,3/20/2014 19:17,Male,White,43,Simple Assault,1,TRUE
14BU005505,3/20/2014 19:17,Male,White,43,Retail Theft (Misdemeanor),0,TRUE
14BU005509,3/5/2014 2:36,Male,Black,50,Petit Larceny Other,1,TRUE
14BU005526,3/5/2014 11:45,NA,NA,NA,Violation Of Conditions Of Release (Other),1,TRUE
14BU005533,4/19/2014 11:45,NA,NA,NA,Possessing/Making Burglar'S Tools,1,TRUE
14BU005533,4/19/2014 11:45,NA,NA,NA,Petit Larceny From A Building/Residence/Structure,0,TRUE
14BU005543,3/5/2014 15:16,Female,Black,47,NA,1,TRUE
14BU005547,3/12/2014 12:00,Female,White,23,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
14BU005585,3/6/2014 11:06,Female,White,30,Retail Theft (Misdemeanor),1,TRUE
14BU005623,3/6/2014 16:46,Male,Black,50,NA,1,TRUE
14BU005631,3/6/2014 21:06,Male,White,43,Unlawful Trespass (Misdemeanor),1,TRUE
14BU005667,3/7/2014 11:53,Female,White,30,Retail Theft (Misdemeanor),1,TRUE
14BU005672,3/7/2014 11:50,Female,White,32,Driving With A Criminally Suspended License,1,TRUE
14BU005675,3/21/2014 10:26,Male,White,42,Retail Theft (Misdemeanor),1,TRUE
14BU005737,3/8/2014 1:30,Female,Black,46,Violation Of Conditions Of Release (Other),1,TRUE
14BU005737,3/8/2014 1:30,Female,Black,46,Driving With A Criminally Suspended License,0,TRUE
14BU005785,3/20/2014 18:30,Male,White,50,Retail Theft (Misdemeanor),1,TRUE
14BU005810,3/8/2014 22:54,Female,White,26,Driving With A Criminally Suspended License,1,TRUE
14BU005832,3/9/2014 1:40,Female,White,33,Driving Under The Influence - First Offense,1,TRUE
14BU005834,3/9/2014 1:39,Male,White,31,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor),1,TRUE
14BU005834,3/9/2014 1:39,Male,White,31,Resisting Arrest,0,TRUE
14BU005834,3/9/2014 1:39,Male,White,31,Disorderly Conduct - All Other,0,TRUE
14BU005836,3/9/2014 4:41,Female,White,41,Unlawful Trespass (Misdemeanor),1,TRUE
14BU005837,3/9/2014 4:20,Male,White,24,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),1,TRUE
14BU005842,3/22/2014 12:00,Male,White,47,Disorderly Conduct By Phone Or Electronic Communication,1,TRUE
14BU005860,3/9/2014 18:23,Male,White,55,Simple Assault,1,TRUE
14BU005866,3/9/2014 16:55,NA,NA,NA,Domestic Assault,1,TRUE
14BU005877,3/9/2014 21:08,Male,White,50,Lewd And Lascivious Conduct,1,TRUE
14BU005877,3/9/2014 21:08,Male,White,50,Disorderly Conduct - All Other,0,TRUE
14BU005877,3/9/2014 21:08,Male,White,50,"Drugs - Heroin, Possession (Misdemeanor)",0,TRUE
14BU005883,3/9/2014 21:18,NA,NA,NA,Leaving Scene Of An Accident,1,TRUE
14BU005885,3/9/2014 21:30,Male,White,32,Disorderly Conduct - All Other,1,TRUE
14BU005885,3/9/2014 21:30,Male,White,32,Violation Of Conditions Of Release (Other),0,TRUE
14BU005890,3/10/2014 1:51,NA,NA,NA,Petit Larceny From A Motor Vehicle,1,TRUE
14BU005890,3/22/2014 18:03,Male,White,20,Petit Larceny From A Motor Vehicle,1,TRUE
14BU005915,3/10/2014 13:42,Male,White,34,NA,1,TRUE
14BU005921,3/13/2014 21:00,Male,White,36,Stolen Property Receiving (Possession Of) Stolen Property (Felony),1,TRUE
14BU005925,3/10/2014 14:41,Male,White,47,NA,1,TRUE
14BU005944,3/10/2014 17:24,Male,Black,30,Assault And Robbery,1,TRUE
14BU005944,3/10/2014 17:24,Male,Black,30,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",0,TRUE
14BU005944,3/10/2014 17:23,Male,White,29,Assault And Robbery,1,TRUE
14BU005975,3/11/2014 7:50,Male,Black,18,Unlawful Mischief (Misdemeanor),1,TRUE
14BU005980,3/11/2014 11:34,Male,White,30,Identity Theft,1,TRUE
14BU005980,3/11/2014 11:34,Male,White,30,Petit Larceny From A Building/Residence/Structure,0,TRUE
14BU005980,3/11/2014 11:34,Male,White,30,False Pretenses,0,TRUE
14BU006003,3/11/2014 15:31,Female,White,27,NA,1,TRUE
14BU006007,3/11/2014 17:26,Male,White,30,Petit Larceny From A Building/Residence/Structure,1,TRUE
14BU006014,3/11/2014 17:35,Female,White,35,Retail Theft (Misdemeanor),1,TRUE
14BU006019,3/11/2014 18:16,Female,White,46,Unlawful Trespass (Misdemeanor),1,TRUE
14BU006020,3/11/2014 18:13,Female,White,35,Retail Theft (Felony),1,TRUE
14BU006020,3/11/2014 18:13,Female,White,42,Retail Theft (Felony),1,TRUE
14BU006056,3/12/2014 13:13,Male,White,45,Retail Theft (Misdemeanor),1,TRUE
14BU006064,3/12/2014 13:39,NA,NA,NA,Driving With A Criminally Suspended License,1,TRUE
14BU006070,3/12/2014 16:46,Male,White,26,Leaving Scene Of An Accident,1,TRUE
14BU006122,3/13/2014 2:12,Male,Asian - A,40,Domestic Assault,1,TRUE
14BU006122,3/13/2014 2:12,Male,Asian - A,40,Violation Of Conditions Of Release (Other),0,TRUE
14BU006122,3/13/2014 2:12,Male,Asian - A,40,Violation Of Conditions Of Release (Other),0,TRUE
14BU006140,3/13/2014 14:11,Male,White,61,NA,1,TRUE
14BU006147,3/13/2014 15:14,Female,White,31,Drugs - Obtaining Via Fraud Or Deceit,1,TRUE
14BU006160,3/14/2014 16:00,Male,White,20,Violation Of An Abuse Prevention Order,1,TRUE
14BU006229,4/2/2014 12:14,NA,NA,NA,Burglary,1,TRUE
14BU006237,3/14/2014 20:06,Male,White,29,NA,1,TRUE
14BU006238,3/14/2014 19:36,Male,White,27,Driving With A Criminally Suspended License,1,TRUE
14BU006282,3/15/2014 1:56,Male,White,35,Unlawful Trespass (Misdemeanor),1,TRUE
14BU006288,3/15/2014 2:30,Male,White,52,Driving With A Criminally Suspended License,1,TRUE
14BU006288,3/15/2014 2:30,Male,White,52,Leaving Scene Of An Accident,0,TRUE
14BU006291,3/15/2014 4:56,Male,White,23,Driving Under The Influence - First Offense,1,TRUE
14BU006311,3/15/2014 12:00,Male,Asian - A,39,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
14BU006318,3/15/2014 17:37,NA,NA,NA,Retail Theft (Misdemeanor),1,TRUE
14BU006321,3/15/2014 16:05,Male,White,21,False Information To A Police Officer,1,TRUE
14BU006322,3/15/2014 19:00,Male,White,35,Obstruction Of Justice,1,TRUE
14BU006322,3/15/2014 19:00,Male,White,35,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",0,TRUE
14BU006375,3/16/2014 0:52,Male,White,21,Driving Under The Influence - First Offense,1,TRUE
14BU006393,3/16/2014 2:26,Male,White,24,Disorderly Conduct - All Other,1,TRUE
14BU006393,3/16/2014 2:26,Male,White,24,Unlawful Trespass (Misdemeanor),0,TRUE
14BU006397,3/16/2014 3:46,Female,White,28,Operation Without Consent - Aggravated,1,TRUE
14BU006398,3/16/2014 3:46,Female,White,28,Leaving Scene Of An Accident,1,TRUE
14BU006399,3/16/2014 2:36,Male,White,26,False Information To A Police Officer,1,TRUE
14BU006403,3/16/2014 3:29,Male,Black,16,Domestic Assault,1,TRUE
14BU006404,3/16/2014 4:08,Female,White,28,Driving Under The Influence - First Offense,1,TRUE
14BU006406,3/16/2014 5:09,Female,White,41,Violation Of Conditions Of Release (Other),1,TRUE
14BU006406,3/16/2014 5:09,Female,White,41,Unlawful Trespass (Misdemeanor),0,TRUE
14BU006408,3/16/2014 5:30,Male,White,60,False Alarms To Public Safety,1,TRUE
14BU006423,3/16/2014 13:50,Male,White,50,Retail Theft (Misdemeanor),1,TRUE
14BU006450,3/16/2014 23:09,Male,White,24,Negligent Operation,1,TRUE
14BU006450,3/16/2014 23:09,Male,White,24,Driving With A Criminally Suspended License,0,TRUE
14BU006466,3/17/2014 2:00,Female,White,47,Driving Under The Influence - First Offense,1,TRUE
14BU006468,3/17/2014 2:30,Male,Asian - A,24,Driving Under The Influence - First Offense,1,TRUE
14BU006470,3/18/2014 8:58,Male,White,20,Minors Misrepresenting Age Or Procuring/Possession Liquor 2nd Offense Only,1,TRUE
14BU006476,3/17/2014 11:02,Female,White,40,Retail Theft (Misdemeanor),1,TRUE
14BU006492,3/17/2014 14:50,Female,White,17,Unlawful Trespass (Misdemeanor),1,TRUE
14BU006492,3/17/2014 14:50,Female,White,17,Resisting Arrest,0,TRUE
14BU006495,3/17/2014 14:27,Female,White,42,Leaving Scene Of An Accident,1,TRUE
14BU006527,3/18/2014 16:43,Male,White,23,Petit Larceny Other,1,TRUE
14BU006527,3/18/2014 16:43,Male,White,23,False Pretenses,0,TRUE
14BU006527,3/18/2014 16:43,Male,White,23,Credit Card/ATM Fraud,0,TRUE
14BU006533,3/17/2014 19:41,NA,NA,NA,Disorderly Conduct - All Other,1,TRUE
14BU006566,3/18/2014 1:38,Male,White,23,"Drugs - Heroin, Possession 1+ Grams",1,TRUE
14BU006578,3/18/2014 8:58,Male,Black,14,Unlawful Mischief (Misdemeanor),1,TRUE
14BU006638,3/18/2014 20:22,Male,White,35,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),1,TRUE
14BU006640,3/18/2014 20:21,Male,White,27,Disorderly Conduct - All Other,1,TRUE
14BU006640,3/18/2014 20:21,Male,White,27,Retail Theft (Misdemeanor),0,TRUE
14BU006664,3/19/2014 10:40,Male,Asian - A,28,Domestic Assault,1,TRUE
